Date,WC (m3/d),Max Temp (C),Min Temp (C),Mean Temp (C),Total Precip (mm),Population
11/18/2014,26047.08,1.8,-4.5,-1.35,0.7,
11/19/2014,26601.04,-1.5,-7.2,-4.35,0,
11/20/2014,25556.41,0.4,-5.1,-2.35,0.2,
11/21/2014,27271.71,-4.4,-7.1,-5.75,0,
11/22/2014,28502.78,3.3,-6.5,-1.6,3.5,
11/23/2014,27323.83,8.1,3.2,5.65,0,
11/24/2014,26678.32,,5.8,2.9,,
11/25/2014,28574.57,,,0,,
11/26/2014,23577.49,,,0,,
11/27/2014,26534.42,,,0,,
11/28/2014,25300.09,,,0,,
11/29/2014,29124.41,,,0,,
11/30/2014,27634.26,,,0,,
12/1/2014,26608.01,,,0,,
12/2/2014,25480.65,,,0,,
12/3/2014,24920,,,0,,
12/4/2014,24536.28,,,0,,
12/5/2014,21832.3,,,0,,
12/6/2014,20509.96,,,0,,
12/7/2014,22866.33,,,0,,
12/8/2014,21524.86,,,0,,
12/9/2014,19106.79,,,0,,
12/10/2014,17638.49,,,0,,
12/11/2014,17813.76,0.4,-3.7,-1.65,4.7,
12/12/2014,15501.98,,-4.2,-2.1,,
12/13/2014,16489.88,-1.6,-5.3,-3.45,0,
12/14/2014,15490.69,-1,-4.5,-2.75,0,
12/15/2014,14292.35,0,-2,-1,0,
12/16/2014,19952.48,1,-1.3,-0.15,0,
12/17/2014,23325.55,1,-0.2,0.4,1.5,
12/18/2014,26504.14,0.4,-2.5,-1.05,,
12/19/2014,27409.67,-2.4,-10.7,-6.55,0.2,
12/20/2014,26784.66,-7.4,-14.7,-11.05,0,
12/21/2014,27757.35,-7,-10.2,-8.6,0,
12/22/2014,28873.03,-5,-8.1,-6.55,0,
12/23/2014,26779.66,3.3,-5.2,-0.95,4.8,
12/24/2014,28168.93,6.3,2.8,4.55,25.5,
12/25/2014,25508.5,8.2,3.8,6,1.1,
12/26/2014,25359.32,4.8,2.3,3.55,0,
12/27/2014,28889.62,7.5,1.5,4.5,0.2,
12/28/2014,25494.6,8.4,-2,3.2,1.4,
12/29/2014,27396.4,-0.5,-11.3,-5.9,0.4,
12/30/2014,26436.31,-10.6,-14.7,-12.65,0.2,
12/31/2014,28608.7,-6.1,-14.6,-10.35,0,
1/1/2015,24988.87,-2.9,-7.4,-5.15,0.3,84431
1/2/2015,23955.92,-3.3,-16,-9.65,0.2,
1/3/2015,28526.26,-7.7,-17.5,-12.6,12.3,
1/4/2015,25669.35,3.6,-7.8,-2.1,25.3,
1/5/2015,29354.61,-5.1,-17.8,-11.45,0,
1/6/2015,25609.12,-8.2,-19,-13.6,2,
1/7/2015,28318.74,-8.9,-26,-17.45,2.7,
1/8/2015,24229.06,-7.1,-26.7,-16.9,0.7,
1/9/2015,26437.67,-5.9,-13.3,-9.6,1.2,
1/10/2015,27517.95,-8.4,-13.1,-10.75,0,
1/11/2015,27475.05,-4.2,-11.3,-7.75,0,
1/12/2015,27593.12,-1.9,-16.7,-9.3,3.2,
1/13/2015,27176.09,-16.7,-23.8,-20.25,0.4,
1/14/2015,26168.32,-14.4,-23.8,-19.1,0,
1/15/2015,26846.25,-4.4,-20.4,-12.4,0,
1/16/2015,26418.86,-2.4,-20.3,-11.35,0.6,
1/17/2015,27477.17,-14.6,-23.5,-19.05,0,
1/18/2015,29336.6,2.7,-15.1,-6.2,3.7,
1/19/2015,27038.03,1.4,-13.4,-6,1.6,
1/20/2015,27187.33,-13.4,-18.2,-15.8,0,
1/21/2015,27080.37,-9.6,-20.7,-15.15,0,
1/22/2015,27284.89,-9.1,-18.3,-13.7,0,
1/23/2015,27147.77,-0.2,-11.2,-5.7,0,
1/24/2015,28164.53,-0.4,-3,-1.7,0,
1/25/2015,28717.71,-1.7,-18.3,-10,0.2,
1/26/2015,27523.54,-14.3,-22.2,-18.25,0,
1/27/2015,28510.12,-9.5,-15.7,-12.6,0,
1/28/2015,27656.61,-8.3,-15.4,-11.85,0,
1/29/2015,26895.95,-0.7,-15.5,-8.1,1.5,
1/30/2015,28739.34,-2.1,-19.1,-10.6,3.9,
1/31/2015,26864.18,-14.6,-22.5,-18.55,0.2,
2/1/2015,28720.22,-13.9,-19.8,-16.85,0,
2/2/2015,27374.55,-17.2,-22.4,-19.8,2.3,
2/3/2015,27178.34,-7.3,-22.8,-15.05,0.9,
2/4/2015,27438.69,-3.9,-9.3,-6.6,3.4,
2/5/2015,26031.48,-7.1,-21,-14.05,0.2,
2/6/2015,26714.35,-9.3,-24,-16.65,1,
2/7/2015,29480.32,-12.5,-18.7,-15.6,0,
2/8/2015,27555.58,-13.6,-18.4,-16,2.9,
2/9/2015,28720.22,-11.5,-15.3,-13.4,0.7,
2/10/2015,27087.22,-7.1,-14.3,-10.7,0.2,
2/11/2015,25855.06,-10.8,-16.6,-13.7,0.7,
2/12/2015,28517.96,-7.6,-18.2,-12.9,2.1,
2/13/2015,26906.67,-18.1,-24,-21.05,0.2,
2/14/2015,29229.28,-13.6,-21,-17.3,0,
2/15/2015,28795.39,-14,-21.8,-17.9,0,
2/16/2015,28262.73,-16.3,-23.7,-20,0,
2/17/2015,28664.39,-12.8,-24,-18.4,0,
2/18/2015,27118.14,-6.9,-20.6,-13.75,0,
2/19/2015,28215.49,-8.2,-18.4,-13.3,2,
2/20/2015,27440.91,-14.2,-19.5,-16.85,0.9,
2/21/2015,29364.33,-7.5,-17.8,-12.65,2.7,
2/22/2015,28864.66,-3.3,-11.3,-7.3,0.4,
2/23/2015,27338.43,-11,-22.8,-16.9,0.2,
2/24/2015,27601.72,-8.7,-24,-16.35,0,
2/25/2015,28200.3,-4.7,-17.8,-11.25,0.2,
2/26/2015,28964.99,-11.8,-20.6,-16.2,0,
2/27/2015,26908.21,-9.2,-20.6,-14.9,0,
2/28/2015,30016.05,-5.4,-16,-10.7,0,
3/1/2015,28747.31,-3,-16,-9.5,0,
3/2/2015,28485.31,-2.9,-12.4,-7.65,0,
3/3/2015,28100.99,-3.6,-17.5,-10.55,2.5,
3/4/2015,29310.92,2.2,-5.8,-1.8,0.2,
3/5/2015,26173.77,-5.8,-18.3,-12.05,0.7,
3/6/2015,29153.58,-6.6,-20,-13.3,0.2,
3/7/2015,28486.72,-1.9,-13.5,-7.7,0,
3/8/2015,29541.76,-0.2,-5.8,-3,0.2,
3/9/2015,28041.31,2.8,-3.5,-0.35,1,
3/10/2015,28404.06,7.5,-3.6,1.95,0,
3/11/2015,28999.51,7.9,-0.5,3.7,0,
3/12/2015,29211.38,-0.5,-9,-4.75,0,
3/13/2015,28787.58,-1.9,-9.3,-5.6,0.2,
3/14/2015,28958.29,0.6,-3,-1.2,5.9,
3/15/2015,29051.84,0.1,-7.1,-3.5,0.7,
3/16/2015,28220.6,2.8,-10.7,-3.95,0.2,
3/17/2015,28903.34,1.5,-8.2,-3.35,1.2,
3/18/2015,27240.52,-5.4,-12.7,-9.05,0.2,
3/19/2015,28703.9,-1.8,-14.1,-7.95,0.2,
3/20/2015,28479.6,3.1,-9,-2.95,0,
3/21/2015,28255.3,2,-10.3,-4.15,5.5,
3/22/2015,30345.74,-9,-15.7,-12.35,0.2,
3/23/2015,29162.38,-6,-15.9,-10.95,0.2,
3/24/2015,29102.26,-0.2,-12.2,-6.2,0,
3/25/2015,27479.97,6.7,-7.7,-0.5,0.2,
3/26/2015,27658.84,5.5,1.2,3.35,1.3,
3/27/2015,28164.44,2.3,-5.4,-1.55,2.6,
3/28/2015,28110.34,-2.2,-9.4,-5.8,0.2,
3/29/2015,29520.81,3.5,-9.1,-2.8,0,
3/30/2015,29399.32,4.1,-1,1.55,1,
3/31/2015,27851.34,2.2,-5.4,-1.6,0,
4/1/2015,27626.74,2,-6.8,-2.4,0.2,
4/2/2015,29725.99,10.5,-2.4,4.05,2.1,
4/3/2015,28674.59,12.9,5.6,9.25,4.2,
4/4/2015,31047.79,5.7,-4.8,0.45,6.4,
4/5/2015,30668.65,0.7,-4.9,-2.1,0,
4/6/2015,30480.18,2.9,-6,-1.55,0.4,
4/7/2015,30378.7,5.7,-3.6,1.05,0.2,
4/8/2015,29137.3,5.9,-2.2,1.85,2.7,
4/9/2015,29262.71,7.2,0.3,3.75,5.6,
4/10/2015,27901.75,11.9,3.2,7.55,10.9,
4/11/2015,29873.09,8.4,2.7,5.55,0,
4/12/2015,30499.14,16.9,2.7,9.8,0,
4/13/2015,29166.58,,2.8,1.4,,
4/14/2015,28554.21,,,0,,
4/15/2015,26002.1,14,1.7,7.85,0.2,
4/16/2015,30284.13,16.2,0.6,8.4,0,
4/17/2015,29181.54,18.9,8.8,13.85,0,
4/18/2015,30661.35,10.1,1.8,5.95,0,
4/19/2015,26512.56,12.2,0.5,6.35,0.2,
4/20/2015,28841.64,10.1,5.2,7.65,10.5,
4/21/2015,28053.26,12.2,3.5,7.85,16.5,
4/22/2015,28285.25,9.4,3.4,6.4,2.7,
4/23/2015,25468.99,6.4,1.9,4.15,1.3,
4/24/2015,28173.67,4.3,0.6,2.45,0,
4/25/2015,29558.59,11.3,0.7,6,0,
4/26/2015,29358.89,12.3,1.7,7,0,
4/27/2015,29220.27,14.6,5,9.8,0.7,
4/28/2015,29103.42,19.3,3.7,11.5,0,
4/29/2015,29785.4,17,6.5,11.75,0,
4/30/2015,28928.42,16.7,6.3,11.5,0,
5/1/2015,28287.4,19.2,7.8,13.5,0,
5/2/2015,34837.7,23.4,7.5,15.45,0.2,
5/3/2015,36035.74,25,11.3,18.15,0.2,
5/4/2015,34439.42,28.3,12.6,20.45,0.8,
5/5/2015,30817.34,20.4,8.8,14.6,0.2,
5/6/2015,32047.2,24.5,7.5,16,0,
5/7/2015,33994.36,26.9,11.5,19.2,0,
5/8/2015,34599.57,29.8,13.4,21.6,0,
5/9/2015,35764.62,28,13.6,20.8,8.5,
5/10/2015,33589.1,24.9,13.8,19.35,1,
5/11/2015,30594.39,14.5,8.1,11.3,17.9,
5/12/2015,28515.41,23.3,8.5,15.9,9.1,
5/13/2015,31646.96,16.8,5.4,11.1,0,
5/14/2015,32794.58,18.6,3.8,11.2,0.2,
5/15/2015,31678.14,21.5,8.3,14.9,0,
5/16/2015,32769.35,20.8,14.3,17.55,0,
5/17/2015,35414.27,24.2,14.1,19.15,0.5,
5/18/2015,37737.17,29.1,12.3,20.7,9,
5/19/2015,30747.43,26.7,12.1,19.4,0,
5/20/2015,32088.2,15.4,6.8,11.1,0,
5/21/2015,32130.18,20,8.9,14.45,0,
5/22/2015,31319.45,13.1,3.5,8.3,0.2,
5/23/2015,33730.04,17,2.2,9.6,0,
5/24/2015,35854.91,25.5,12.9,19.2,0.2,
5/25/2015,32078.5,20.6,15.6,18.1,23.5,
5/26/2015,30979.5,28.1,15.2,21.65,0,
5/27/2015,33732.66,27.7,19.9,23.8,0,
5/28/2015,32077.7,22.5,12.5,17.5,4.7,
5/29/2015,32749.9,25.2,10.4,17.8,0.2,
5/30/2015,34807.22,30.4,11.3,20.85,4.2,
5/31/2015,31131.76,15,8.5,11.75,1.2,
6/1/2015,29785.51,14,9.3,11.65,1.8,
6/2/2015,30262.58,13.1,5.3,9.2,1.3,
6/3/2015,31300.67,17.6,3.8,10.7,0,
6/4/2015,33490.42,24.3,9.7,17,0,
6/5/2015,32679.15,24.5,14.2,19.35,,
6/6/2015,30588.06,19.9,8.7,14.3,0,
6/7/2015,33281.37,21.8,7.4,14.6,0,
6/8/2015,31064.68,22.1,14.3,18.2,26,
6/9/2015,31209.25,22.6,15.8,19.2,7.7,
6/10/2015,28365.5,24.3,15.8,20.05,2.4,
6/11/2015,29699.87,22.8,16.4,19.6,0,
6/12/2015,31096.66,20.8,13.1,16.95,10.6,
6/13/2015,32506.57,26,12.7,19.35,0,
6/14/2015,32981.78,23.6,12.4,18,0,
6/15/2015,32396.98,22.2,16.7,19.45,0,
6/16/2015,30218.44,22.7,13.2,17.95,24.1,
6/17/2015,30565.3,21.8,10.9,16.35,0,
6/18/2015,30675.7,26.9,14.5,20.7,3.6,
6/19/2015,31541.32,20.6,11.2,15.9,0,
6/20/2015,32987.27,24.5,9.5,17,0,
6/21/2015,32779.45,24.7,18.7,21.7,19.4,
6/22/2015,32519.04,26.5,17.2,21.85,6.6,
6/23/2015,30648.73,27,17,22,1.4,
6/24/2015,32955.25,23.7,12.9,18.3,2.9,
6/25/2015,31425.33,22.4,11.5,16.95,0.2,
6/26/2015,34596.61,23.7,11.6,17.65,0,
6/27/2015,34910.25,24.2,13.4,18.8,0,
6/28/2015,31284.52,19.4,13,16.2,11.5,
6/29/2015,29764.26,19.3,12.4,15.85,0,
6/30/2015,30891.15,25.5,14.5,20,2.8,
7/1/2015,29045.18,22.4,15.5,18.95,9.2,
7/2/2015,30148.19,22.7,13.4,18.05,0,
7/3/2015,31689.1,24.1,13.4,18.75,0,
7/4/2015,31874.06,24.6,14.2,19.4,0,
7/5/2015,34964.54,26.7,15.9,21.3,0,
7/6/2015,32769.58,28.2,17.1,22.65,0,
7/7/2015,30286.54,29.9,19.9,24.9,1.2,
7/8/2015,31155.44,23.2,14.7,18.95,0.5,
7/9/2015,32402.61,23.1,15.5,19.3,0,
7/10/2015,33347.95,28.4,15.7,22.05,0,
7/11/2015,33351.41,28.4,18.2,23.3,0,
7/12/2015,35096.05,29.7,20.5,25.1,0,
7/13/2015,34230.79,30.3,19.9,25.1,0,
7/14/2015,32246.17,28.7,15.7,22.2,0,
7/15/2015,35812.95,22.7,13.1,17.9,0,
7/16/2015,33954.83,23.4,9.4,16.4,0.5,
7/17/2015,30558.07,24.5,13.5,19,5,
7/18/2015,31523.23,25.3,18.1,21.7,1.7,
7/19/2015,30826.8,28.6,20,24.3,41.2,
7/20/2015,29381.54,27.4,19.6,23.5,0,
7/21/2015,29213.84,25.1,15.8,20.45,30.5,
7/22/2015,27843.18,22,14.3,18.15,0.2,
7/23/2015,28841.25,24.5,15.8,20.15,0.5,
7/24/2015,30624.87,23.7,16,19.85,1.1,
7/25/2015,30627.12,26.1,14.6,20.35,3.4,
7/26/2015,30580.77,27.3,19,23.15,0,
7/27/2015,31593.03,29.6,19.3,24.45,1,
7/28/2015,29674.07,30.6,17.6,24.1,0.2,
7/29/2015,30197.59,31.9,22.3,27.1,0,
7/30/2015,31566.24,28.6,21.1,24.85,4,
7/31/2015,32633.43,26.5,18.8,22.65,0,
8/1/2015,34002.03,25.3,15.7,20.5,7.2,
8/2/2015,30707.06,27.5,15.2,21.35,0.2,
8/3/2015,32464.95,25.8,18.5,22.15,0.2,
8/4/2015,34621.95,26,17.9,21.95,3.2,
8/5/2015,36752.5,23.7,16.1,19.9,0.2,
8/6/2015,36484.87,22.9,14.1,18.5,0,
8/7/2015,38373.88,22,11.7,16.85,0.3,
8/8/2015,36366.69,23.9,13,18.45,0.2,
8/9/2015,35039.69,25.8,15.5,20.65,0.5,
8/10/2015,35028.71,27.3,15.5,21.4,26.8,
8/11/2015,30174.51,20.9,17.5,19.2,45.5,
8/12/2015,28177.98,23.1,16.2,19.65,1.7,
8/13/2015,30896.12,22.8,16.4,19.6,0,
8/14/2015,35659.17,24.7,14.6,19.65,3.7,
8/15/2015,32989.82,27.8,19.8,23.8,0.5,
8/16/2015,35634.73,29.1,20.4,24.75,0,
8/17/2015,35397.77,31.2,20.4,25.8,0,
8/18/2015,37711.2,31.1,21.5,26.3,4.6,
8/19/2015,35855.73,30.8,21,25.9,0.2,
8/20/2015,36497.59,30.3,19.3,24.8,8.6,
8/21/2015,35064.28,25.9,17.9,21.9,5.5,
8/22/2015,33919.43,25.3,15.4,20.35,0,
8/23/2015,35787.97,27.7,15.9,21.8,0,
8/24/2015,35016.01,28.2,17.6,22.9,0,
8/25/2015,33840.79,26.2,14.4,20.3,1.1,
8/26/2015,35037.24,22.7,15.7,19.2,0,
8/27/2015,32878.93,22.7,14.1,18.4,0,
8/28/2015,35448.09,22.8,13.3,18.05,0,
8/29/2015,36367.61,23.8,13.5,18.65,0.3,
8/30/2015,37803.17,25.6,18.1,21.85,0,
8/31/2015,35696.22,25.3,17.1,21.2,0,
9/1/2015,37458.87,27.4,13.5,20.45,0,
9/2/2015,35297.22,26.1,19.4,22.75,0,
9/3/2015,35716.83,28.1,16.5,22.3,0.2,
9/4/2015,38243.55,26,13,19.5,0,
9/5/2015,38096.83,28.5,12.3,20.4,0.3,
9/6/2015,37965.82,30.9,18.2,24.55,0,
9/7/2015,38374.7,31.8,21.7,26.75,15.5,
9/8/2015,34948.34,28,20.3,24.15,0,
9/9/2015,31768.57,27.7,17.4,22.55,0,
9/10/2015,31796.34,24,15.8,19.9,1.2,
9/11/2015,32371.2,24.9,13.8,19.35,0,
9/12/2015,31170.75,19.2,14.8,17,10.4,
9/13/2015,29612.78,21.1,14.7,17.9,29.8,
9/14/2015,29481.67,20.8,14.5,17.65,5.6,
9/15/2015,32991.23,26,14.5,20.25,0,
9/16/2015,30975.92,27.9,16.1,22,0,
9/17/2015,32304.8,28.1,16.6,22.35,0,
9/18/2015,32644.74,28.5,15.2,21.85,0.8,
9/19/2015,33562.03,28.2,13.9,21.05,10.1,
9/20/2015,33831.12,18.2,8.5,13.35,0.2,
9/21/2015,31729.45,20.8,7.2,14,0,
9/22/2015,31325.74,22.7,10.5,16.6,0,
9/23/2015,31745.6,23.8,12.6,18.2,0,
9/24/2015,33340.25,19.3,12.6,15.95,0,
9/25/2015,31233.31,15.2,6.6,10.9,0,
9/26/2015,31869.96,18,5.6,11.8,0,
9/27/2015,32149.88,23.1,5.2,14.15,0,
9/28/2015,30504.15,21.4,13,17.2,0.6,
9/29/2015,29482.77,24.9,13.3,19.1,29.3,
9/30/2015,29280.86,13.4,6.2,9.8,3.7,
10/1/2015,28970.97,14.3,4.4,9.35,0,
10/2/2015,29383.91,12.8,4.1,8.45,0,
10/3/2015,31922.66,13,4.3,8.65,0,
10/4/2015,31843.19,15.4,4.1,9.75,0,
10/5/2015,29180.88,15.9,5,10.45,0.2,
10/6/2015,29415.64,15.3,11.1,13.2,0,
10/7/2015,28960.42,18.8,4.5,11.65,0,
10/8/2015,29750.64,12.4,3.8,8.1,0.4,
10/9/2015,28951.54,8.8,5.5,7.15,6.1,
10/10/2015,29176.64,10.2,2.1,6.15,0.3,84431
